adult,backdrop_path,genre_ids,id,Title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count,query_year,Year_released,media_type,origin_country,original_name,first_air_date
False,/knYYLmwnI5ELE9CvV59XCwbmci6.jpg,"[10765, 18]",62018,Cuéntame un cuento,es,,,2.4098,/wezymeR4R60nThPanhJdDuMBJhm.jpg,,False,,6.887,71,2014,2014,tv,['ES'],Cuéntame un cuento,2014-11-10
False,/6KPUodRBcN6LBkBkaTsgBbaXAhb.jpg,"[18, 10765]",60607,The After,en,,Eight strangers are thrown together by mysterious forces and must help each other survive in a violent world that defies explanation.,1.547,/kP8Rvq5C6zRWzYZJJlk3f1jXstY.jpg,,False,,6.617,60,2014,2014,tv,['US'],The After,2014-02-06
False,/mmprryb2r0X8u9JkZCnaJIzyYX4.jpg,"[18, 10765, 10759]",62688,Supergirl,en,,"Twenty-four-year-old Kara Zor-El, who was taken in by the Danvers family when she was 13 after being sent away from Krypton, must learn to embrace her powers after previously hiding them. The Danvers teach her to be careful with her powers, until she has to reveal them during an unexpected disaster, setting her on her journey of heroism.",58.4645,/90mSQajf4STPROA6H7Hh8OvyWdK.jpg,,False,,7.3,4429,2015,2015,tv,['US'],Supergirl,2015-10-26
False,/uUwnClwdMA12bpHgeKgkQrbu5Oe.jpg,"[18, 9648, 10765]",63639,The Expanse,en,,A thriller set two hundred years in the future following the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.,45.7506,/5vQlVWkIMPhZ88OWchJsgwGEK9.jpg,,False,,8.066,2873,2015,2015,tv,['US'],The Expanse,2015-12-14
False,/pLio7Lod6YoNMM7ybFVjIJjwIxe.jpg,"[10765, 18]",62017,The Man in the High Castle,en,,"Explore what it would be like if the Allied Powers had lost WWII, and Japan and Germany ruled the United States. Based on Philip K. Dick's award-winning novel.",24.9269,/xhoDZbMNeyCA0BGPZQsdIiO43Dp.jpg,,False,,7.525,1521,2015,2015,tv,['US'],The Man in the High Castle,2015-01-15
False,/qb9vehNFxTpPrazhD7JJ6QtEtCv.jpg,"[18, 10765]",64432,The Magicians,en,,"Brakebills University is a secret institution specializing in magic. There, amidst an unorthodox education of spellcasting, a group of twenty-something friends soon discover that a magical fantasy world they read about as children is all too real— and poses grave danger to humanity.",25.8095,/A66dZN98BPEYeFQAhNdNCIXa57d.jpg,,False,,7.598,1712,2015,2015,tv,['US'],The Magicians,2015-12-16
False,/fjEOQhzZk2Or7VYUBeMx5ZIwU95.jpg,"[10765, 18]",38472,Marvel's Jessica Jones,en,,"After a tragic ending to her short-lived super hero stint, Jessica Jones is rebuilding her personal life and career as a detective who gets pulled into cases involving people with extraordinary abilities in New York City.",24.6934,/oxnWofiE9fHOgUfs9NJa6nG6NTR.jpg,,False,,7.482,2668,2015,2015,tv,['US'],Marvel's Jessica Jones,2015-11-20
False,/oReDAVfMTBi1J543aKg7LpeecPv.jpg,"[10765, 18]",60948,12 Monkeys,en,,"The provocative story of Cole, a time traveler from a decimated future in a high-stakes race against the clock. Utilizing a dangerous and untested method of time travel, he journeys from 2043 to the present day on a mission to locate and eradicate the source of a deadly plague that will all but annihilate the human race.",23.0541,/w5u1PqBYfDyfrlkxADTA38jYG3I.jpg,,False,,7.426,1195,2015,2015,tv,['US'],12 Monkeys,2015-01-16
False,/tCjXy1iCsr2BVlNczafnkZ40LPn.jpg,"[18, 80, 10765]",60866,iZombie,en,,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",19.6077,/q4nqNwAhzVR7JuYctrWJvUWz3xR.jpg,,False,,7.792,2955,2015,2015,tv,['US'],iZombie,2015-03-17
False,/d6JYL53xISzfqz6HhvaKWTDcOUZ.jpg,"[10765, 18]",61664,Sense8,en,,"One gunshot, one death, one moment out of time that irrevocably links eight minds in disparate parts of the world, putting them in each other's lives, each other's secrets, and in terrible danger. Ordinary people suddenly reborn as ""Sensates.""",19.8032,/kmyvlQ9QKzgdZY31rXaUlgCnzrB.jpg,,False,,7.727,1900,2015,2015,tv,['US'],Sense8,2015-06-05
False,/MaQ7hbNsiJ30p14UgRdEnXDGMH.jpg,"[18, 10765]",61550,Marvel's Agent Carter,en,,"It's 1946, and peace has dealt Peggy Carter a serious blow as she finds herself marginalized when the men return home from fighting abroad. Working for the covert SSR (Strategic Scientific Reserve), Peggy must balance doing administrative work and going on secret missions for Howard Stark all while trying to navigate life as a single woman in America, in the wake of losing the love of her life - Steve Rogers.",17.9417,/fe79VYyLp5ZBstpJ4oukpuUT3B.jpg,,False,,7.52,2016,2015,2015,tv,['US'],Marvel's Agent Carter,2015-01-06
False,/4wwWDjLfJVMt2hh8DIa2rzEx5VS.jpg,"[10765, 18]",62425,Dark Matter,en,,"The six-person crew of a derelict spaceship awakens from stasis in the farthest reaches of space. Their memories wiped clean, they have no recollection of who they are or how they got on board. The only clue to their identities is a cargo bay full of weaponry and a destination: a remote mining colony that is about to become a war zone. With no idea whose side they are on, they face a deadly decision. Will these amnesiacs turn their backs on history, or will their pasts catch up with them?",15.506,/oWYOFBvIMkW64n51uD4mdje6k2u.jpg,,False,,6.792,878,2015,2015,tv,['CA'],Dark Matter,2015-06-12
False,/5n3dwYOqekTyANEyRs0GNhZPfOs.jpg,"[18, 9648, 10765]",53425,Wayward Pines,en,,"Imagine the perfect American town... beautiful homes, manicured lawns, children playing safely in the streets. Now imagine never being able to leave. You have no communication with the outside world. You think you're going insane. You must be in Wayward Pines.",17.0399,/mK9MowBCPEn7RbsDXqN0MxyPc4.jpg,,False,,6.876,932,2015,2015,tv,['US'],Wayward Pines,2015-05-14
False,/bIna9BL7Uny1hM63ntTI9BpRkRJ.jpg,"[35, 10759, 10765]",62264,Ash vs Evil Dead,en,,"Bruce Campbell reprises his role as Ash Williams, an aging lothario and chainsaw-handed monster hunter who’s spent the last three decades avoiding maturity, and the terrors of the Evil Dead. But when a Deadite plague threatens to destroy all of mankind, he’s forced to face his demons — both metaphorical and literal.",14.1489,/9tNtSk46s3f1ePr59p0JG6uacc8.jpg,,False,,7.754,1783,2015,2015,tv,['US'],Ash vs Evil Dead,2015-10-31
False,/eLNcBfr3212D09aYx0VChy1EpDY.jpg,"[35, 18, 10765]",61864,Good Witch,en,,"Cassie Nightingale, Middleton’s favorite enchantress, and her young-teenage daughter Grace, who shares that same special intuition as her mom, welcome Dr. Sam Radford and his son to town. When the New York transplants move in next to the Grey House, they are immediately spellbound by the mother-daughter duo next door, but Sam and Cassie quickly find they may not see eye to eye. With her signature charm, Cassie attempts to bring everyone together, ensuring all of Middleton is in for new changes, big surprises and, of course, a little bit of magic!

""Good Witch” is based on Bell’s beloved character Cassie, the raven-haired enchantress who kept audiences spellbound for seven installments of Hallmark Channel's longest-running and highest-rated original movie franchise of all time.",14.8154,/c5B9CdRs9MY6Fgknv5uZQKWtl6F.jpg,,False,,7.693,275,2015,2015,tv,['US'],Good Witch,2015-02-28
False,/fS2AKTDK0VwZo7dq9sG38D9cuu.jpg,"[10765, 18, 9648]",62822,Humans,en,,In a parallel present where the latest must-have gadget for any busy family is a 'Synth' - a highly-developed robotic servant that's so similar to a real human it's transforming the way we live.,14.2112,/iBjjSGgnjAQBSQGO9pYIh7Gp2PO.jpg,,False,,7.487,708,2015,2015,tv,['GB'],Humans,2015-06-14
False,/pHmnJvu2kdH6TYb7NImwAP5rQbf.jpg,"[10759, 10765]",62413,Killjoys,en,,"An action-packed adventure series following a fun-loving, hard living trio of interplanetary bounty hunters (a.k.a. Killjoys) sworn to remain impartial as they chase deadly warrants around the Quad, a system of planets on the brink of revolution.",12.9373,/xnQ7WVAxlk9UAVWDLDeYGTKRaOf.jpg,,False,,6.852,532,2015,2015,tv,['CA'],Killjoys,2015-06-19
False,/1p9FUL7MKKOW0ZhsXkbpD3DVTy1.jpg,"[10759, 18, 10765]",47450,Into the Badlands,en,,"In a land controlled by feudal barons, a great warrior and a young boy embark on a journey across a dangerous land to find enlightenment. 

A genre-bending martial arts series very loosely based on the classic Chinese tale Journey to the West.",12.1481,/jtceMKMxHSriLFUGAUfqHsW7uCo.jpg,,False,,7.623,831,2015,2015,tv,['US'],Into the Badlands,2015-11-15
False,/xZu1ZxcUgrf725cCHCLH2AY98yM.jpg,"[18, 10765]",63201,Glitch,en,,A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form.,10.6801,/zws9U9tTg2OY8U4RLiZWIik3XCD.jpg,,False,,6.775,407,2015,2015,tv,['AU'],Glitch,2015-07-09
False,/uPoPcVwRbHG34p0VwzGQ4aXb8n2.jpg,[10765],60858,Heroes Reborn,en,,"The supernatural phenomenon begins again with a fresh crop of inspiring heroes who take on the ultimate struggle between those with extraordinary abilities and those with nefarious motives to hunt and harness their powers. Epic adventures await these newly empowered allies as they cross paths with some of the original characters, unlocking the mysterious fate of the universe and their place within it.",11.0946,/bHSkrlwjJgHq8Aa6AdDJvWuSI2X.jpg,,False,,6.744,572,2015,2015,tv,['US'],Heroes Reborn,2015-09-24
False,/ndsUXdC1DfnC6t5DETxeAvWqv73.jpg,"[80, 18, 9648, 10765]",61335,Fortitude,en,,"Fortitude is a place like nowhere else. Although surrounded by the savage beauty of the Arctic landscape, Fortitude is one of the safest towns on earth. There has never been a violent crime here. Until now. In such a close-knit community a murder touches everyone and the unsettling, mysterious horror of this crime threatens the future of the town itself.",7.7338,/u6vKMeFEfz9sJun65EZgp4ltr9r.jpg,,False,,6.807,319,2015,2015,tv,['GB'],Fortitude,2015-01-29
False,/lFwLOskebzqOI8qLNVuco5pVCVX.jpg,"[9648, 10765]",62196,Stitchers,en,,"A young woman is recruited into a secret government agency to be “stitched” into the minds of the recently deceased, using their memories to investigate murders.",7.7271,/wriOiQ3rdPhoMe1NofcLJRx9fns.jpg,,False,,6.845,236,2015,2015,tv,['US'],Stitchers,2015-06-02
False,/wsviXEJ210JPoFQuHYGH9X4yt2B.jpg,"[18, 10765]",42531,Powers,en,,"Two homicide detectives, Christian Walker and Deena Pilgrim, are assigned to investigate cases involving people with superhuman abilities, referred to as “Powers.” Set amidst today’s paparazzi culture, Powers asks the questions, what if the world was full of superheroes who aren't actually heroic at all? What if all that power was just one more excuse for mischief, mayhem, murder, and endorsement deals?",7.3031,/7imMR8ySLCPG3LsNlGej8GGtXBg.jpg,,False,,6.6,195,2015,2015,tv,['US'],Powers,2015-03-10
False,/5wM8Dl93mCfxRZMnX5FE1xVXnsZ.jpg,"[80, 18, 10765]",63175,Minority Report,en,,"Ten years after the demise of Precrime, crime-solving is different and justice leans more on sophisticated and trusted technology than on the instincts of the precogs—individuals who able to see the future. In Washington, D.C., a man haunted by the future and a cop haunted by her past race to stop the worst crimes of the year 2065 before they happen.",7.4664,/oUbANT6vjAFbHvhDQ3cxCZOzPK1.jpg,,False,,5.92,206,2015,2015,tv,['US'],Minority Report,2015-09-21
False,/iPe8bIIRCakdE9iCdb94i4vAhYW.jpg,"[18, 10765]",63647,Childhood's End,en,,"The peaceful alien invasion of Earth by the mysterious “Overlords,” whose arrival begins decades of apparent utopia under indirect alien rule, at the cost of human identity and culture.",6.506,/4P5d70GyynagnYq4Rk881UjQiD0.jpg,,False,,7.041,458,2015,2015,tv,['US'],Childhood's End,2015-12-14
False,/dwhwsO7c54ENncuaz3iHN9toT8n.jpg,"[18, 10765]",62142,The Returned,en,,"A small town that is turned upside down when several local people, who have long been presumed dead, suddenly reappear; their presence creates both positive and negative consequences. As families are reunited, the lives of those who were left behind are challenged both physically and emotionally.",6.4881,/cKp0ZDYGydWxI3v8KS3tY8W9aM7.jpg,,False,,6.747,170,2015,2015,tv,['US'],The Returned,2015-03-09
False,/leNZUBCvou9K8cRoTYnTq1Vu9O4.jpg,"[35, 10751, 10765]",62783,Best Friends Whenever,en,,"When their aspiring scientist friend Barry's invention goes awry, best friends Shelby and Cyd gain the power to leap forward and backward in time whenever they want – and sometimes when they don't. Now, they experience the twists and turns of friendship and must decide between fixing mistakes in the past or catching a glimpse of the future. While Barry and his assistant, Naldo, try to figure out how to replicate time travel for themselves, Cyd and Shelby use their newfound power to navigate high school life and Shelby's mischievous twin brothers, Bret and Chet.",5.3864,/euWwJsDLPzfPny96UrbD13XOFSz.jpg,,False,,8.0,88,2015,2015,tv,['US'],Best Friends Whenever,2015-06-26
False,/2NLDJWhfPavWzjkQQXNthvNeQaU.jpg,"[10765, 18]",62433,Between,en,,Between is the story of a town under siege from a mysterious disease that has wiped out everybody except those 21 years old and under. The series explores the power vacuum that results when a government has quarantined a 10-mile diameter area and left the inhabitants to fend for themselves.,5.0586,/5MvJDbbgG3xUSsFRG9i1uG6rxAe.jpg,,False,,5.889,157,2015,2015,tv,['CA'],Between,2015-05-21
False,/efnTREn6vaTS02BQ6dhk8i9Ad6d.jpg,"[10765, 18]",64421,The Frankenstein Chronicles,en,,"Inspector John Marlott investigates a series of crimes in 19th century London, which may have been committed by a scientist intent on re-animating the dead.",4.9007,/gEkUGlWXruIb8q6DvQDbqxcfjgi.jpg,,False,,7.025,140,2015,2015,tv,['GB'],The Frankenstein Chronicles,2015-11-11
False,/vpPVc5kKlnddZ9IgSrpso3xcVnj.jpg,"[35, 18, 10765]",65355,Splash Splash Love,ko,,"Dan-Bi is a senior high school student. She has a special ability which allows her to transport to anywhere on rainy days. For her university entrance exam, Dan-Bi can't deal with the pressure and runs off to a playground. Without knowing why, she goes into a puddle and finds herself transported to the Joseon period. There, she meets Lee Do. He is a young King of the Joseon period. Lee Do is in a difficult situation due to droughts and the spread of an epidemic.",4.5985,/w1lmYkqv7n1lrvjS91EIvyYjAlU.jpg,,False,,7.9,55,2015,2015,tv,['KR'],퐁당퐁당 Love,2015-12-13
False,/buRZvq4P6Y1i0NGEECyP8BSaodw.jpg,"[9648, 10765, 18]",62195,The Whispers,en,,"We love to play games with our children. But what happens when someone else starts to play with them too? Someone we don't know. Can't see. Can't hear. In The Whispers, someone or something -- is manipulating the ones we love most to accomplish the unthinkable. An unseen alien force has figured this human weakness out. They have invaded earth and are using our most unlikely resource to achieve world domination – our children.",4.1901,/kSoXUOYmzvCfXzElnAVl9cSEnTa.jpg,,False,,6.688,181,2015,2015,tv,['US'],The Whispers,2015-06-01
False,/nJaJaOXwgMWtVlVQdwU4CWQ2upf.jpg,"[18, 10765, 9648]",62078,Blood,ko,,"Park Ji-sang, a surgeon, leads a double life. While he tries to save his patients' lives, on the other hand, he is also a vampire who constantly craves for blood.",4.5496,/8SahOFC8THnuY3PbyVQ4Sgcph0C.jpg,,False,,7.4,51,2015,2015,tv,['KR'],블러드,2015-02-16
False,/mdLJF4IcFwDEgSZKtOhPVR7l9lu.jpg,"[18, 35, 10765]",62456,"You, Me and the Apocalypse",en,,"When the news is announced that a comet is on an unavoidable collision course with Earth, the most hilarious and unexpected chain of events imaginable is set in motion.",4.4851,/uXZtrxLWRR3HitOTJ9F9WhESR60.jpg,,False,,6.828,122,2015,2015,tv,['GB'],"You, Me and the Apocalypse",2015-09-30
False,/7aJYOSPEhzyFKvwXlmqLd1nHOg9.jpg,"[35, 10765, 10766]",63119,Oh My Ghost,ko,,"Na Bong Sun may be a skilled sous chef, but she lacks the self-esteem to shine professionally and socially. Beyond her cooking talents, however, is an uncanny ability to communicate with ghosts. One day, her mystic senses go out of control when the seductive ghost of Shin Soon Ae possesses her. Imbued with a fiery new ""personality,"" Bong Sun starts turning heads, including that of Kang Sun Woo, the hottest chef in town and Bong Sun's secret crush!",4.6464,/fOcfOZn9jFQqUdBznfMDPkgXEik.jpg,,False,,8.094,143,2015,2015,tv,['KR'],오 나의 귀신님,2015-07-03
False,/5s39mjYcRhgzWa31lpLFXkxOOSF.jpg,"[10765, 18, 10759, 9648]",60864,The Messengers,en,,"When a mysterious object crashes to Earth, a group of seemingly unconnected strangers die from the energy pulse, but then awaken to learn that they have assigned the task of preventing the impending Apocalypse.",3.865,/8kLGrSeupZQh4XFU95DcHiWC7sL.jpg,,False,,6.354,157,2015,2015,tv,['US'],The Messengers,2015-04-17
False,/iz3Yzj9NIozfCOO1C583aLuoc6l.jpg,"[9648, 10765, 18]",64447,South of Hell,en,,"A supernatural thriller set in South Carolina, South Of Hell focuses on Maria Abascal (Suvari), a stunning demon-hunter-for-hire whose power stems from within. Like those she hunts, Maria is divided within herself, struggling with her own demon, Abigail, who resides inside of her, feeding on the evil Maria exorcises from others. Maria and Abigail share a soul and a destiny, but as Maria desperately tries to overtake Abigail, she will discover how far Abigail will go to remain a part of her.",4.0407,/AvF3WStSLXh7ibT1OpU6XmCxtbN.jpg,,False,,6.4,66,2015,2015,tv,['US'],South of Hell,2015-11-27
False,/lzULQvCjnGHJT3dK9Ymxl5GOJ6.jpg,"[18, 10759, 10765]",47224,Jekyll and Hyde,en,,"Inspired by the original novella by Robert Louis Stevenson, Jekyll and Hyde is set in 1930s London and follows Robert Jekyll, the grandson of Henry Jekyll, on his quest to discover his real identity, his true family history and the nature of his ‘curse’ – which his foster father, Dr Vishal Najaran, is controlling with medication. His journey takes him into a dark and unforgiving place, as his alter ego seems capable of anything. At the same time there are shadowy forces trying to find Jekyll and the source of his powers.",3.2722,/aZxe642qnGUvHCNHvr10vrWjx3b.jpg,,False,,6.385,52,2015,2015,tv,"['US', 'GB']",Jekyll and Hyde,2015-10-25
False,/y9cANZAKbytPjmFQKpD33vOpZZV.jpg,"[18, 10765]",62717,Jonathan Strange & Mr Norrell,en,,"With magic long since lost to England, two men are destined to bring it back; the reclusive Mr. Norrell and daring novice Jonathan Strange. So begins a dangerous battle between two great minds.",3.5178,/Aq6aqgHo3nzRTT84kV7DrJ8Ifyc.jpg,,False,,7.404,187,2015,2015,tv,['GB'],Jonathan Strange & Mr Norrell,2015-05-17
False,/kQrRVzvZQQ8BdSTILDcLcf7LdTy.jpg,"[18, 9648, 10765]",66373,Residue,en,,The government cover-up of the causes behind a massive explosion in a futuristic UK metropolis spur photo journalist Jennifer Preston on to search for the truth and in the process blow open a paranormal phenomenon haunting the city.,2.4489,/waTnoR471BnI5OUZi1IVubv13wo.jpg,,False,,5.165,85,2015,2015,tv,['GB'],Residue,2015-03-31
False,/kYK0rjTsl0vEswU2vwBwnVU6Zju.jpg,"[35, 10765]",62383,Other Space,en,,"Meet the team of the UMP cruiser, a barely-functional starship led by an aggressively cheerful Captain with a with a barely-competent crew, including a clueless navigator, a brain damaged mechanic, a bickering couple,a man with gills raised to be an organ farm for his brother and ART, the billionaire turned robot. When their ship is drawn into a different universe, they must to learn to work together while dealing with space clouds, robot rebellions, and the occasional alien attack.",2.4052,/7I489Kf2uNLNPEQOEJDudijFKlb.jpg,,False,,6.7,53,2015,2015,tv,['US'],Other Space,2015-04-14
False,/56v2KjBlU4XaOv9rVYEQypROD7P.jpg,"[10759, 9648, 10765]",66732,Stranger Things,en,,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",134.039,/uKYUR8GPkKRCksczYDJb3pwZauo.jpg,,False,,8.556,21583,2016,2016,tv,['US'],Stranger Things,2016-07-15
False,/mAXOCbZzvmDa6PCh5dcIPOB51Qc.jpg,"[80, 10765]",63174,Lucifer,en,,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",92.4862,/ekZobS8isE6mA53RAiGDG93hBxL.jpg,,False,,8.431,15597,2016,2016,tv,['US'],Lucifer,2016-01-25
False,/rX5hvSRB2k4YoIvRg6Zky52rWk0.jpg,"[10765, 37]",63247,Westworld,en,,"A dark odyssey about the dawn of artificial consciousness and the evolution of sin. Set at the intersection of the near future and the reimagined past, it explores a world in which every human appetite, no matter how noble or depraved, can be indulged.",51.5032,/ALlSU9du9iRiKIIoY1sREGNqQ5.jpg,,False,,8.021,6293,2016,2016,tv,['US'],Westworld,2016-10-02
False,/be8fOACxsVyaX6lZLlQOWNqF0g2.jpg,"[10759, 10765, 18]",62643,DC's Legends of Tomorrow,en,,"When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",40.561,/AcEFDh272YVTR6B6zrrusk8BjJG.jpg,,False,,7.249,2493,2016,2016,tv,['US'],DC's Legends of Tomorrow,2016-01-21
False,/smSbK5cd8T9XHcxEUcems23BDEF.jpg,"[18, 10765, 35]",67915,Guardian: The Lonely and Great God,ko,,"In his quest for a bride to break his immortal curse, a 939-year-old guardian of souls meets a grim reaper and a sprightly student with a tragic past.",24.4272,/sPkxHNw5BFvuCFGWw825TS7n6X3.jpg,,False,,8.617,3115,2016,2016,tv,['KR'],쓸쓸하고 찬란하神-도깨비,2016-12-02
False,/yUDJ1r0UQdhb904povev5apjTVh.jpg,"[18, 10765]",67683,Travelers,en,,"Hundreds of years from now, the last surviving humans discover the means of sending consciousness back through time, directly into people in the 21st century. These ""travelers"" assume the lives of seemingly random people, while secretly working as teams to perform missions in order to save humanity from a terrible future.",24.1481,/aUVeyeyTrQrSFuUkqLCT8FtV7pp.jpg,,False,,7.583,875,2016,2016,tv,['CA'],Travelers,2016-10-17
False,/o0PtXGp2XyoRu0S1uPYzDpMnkOM.jpg,"[10759, 18, 10765]",63210,Shadowhunters,en,,"When Clary Fray's mother has disappeared, Clary joins a band of Shadowhunters; demon killing hunters, and gets caught up in a plan to save the world.",23.1013,/66YHvvVduC21xcMXPpBBF0ywyVZ.jpg,,False,,7.633,1239,2016,2016,tv,['US'],Shadowhunters,2016-01-12
False,/bENaaAmX4d0zUYYrZyFCT1U0V86.jpg,"[10765, 9648, 18]",64230,Preacher,en,,"A preacher sets out on a mission to make the almighty himself confess his sin of abandoning the world. With his best friend Cassidy, an alcoholic Irish vampire, his love Tulip, a red blooded gun towing Texan, and the power of genesis, an unholy child born from an angel and a devil, Jesse gives up everything to set the world straight with its creator.",19.2978,/ey1WQajA25E5sFGHSApcqSWUSEc.jpg,,False,,7.434,1327,2016,2016,tv,['US'],Preacher,2016-05-22
False,/tZmlWeFEMvxrjJhBJJcLNXpSRiG.jpg,"[10765, 35]",66573,The Good Place,en,,"Eleanor Shellstrop, an ordinary woman who, through an extraordinary string of events, enters the afterlife where she comes to realize that she hasn't been a very good person. With the help of her wise afterlife mentor, she's determined to shed her old way of living and discover the awesome (or at least the pretty good) person within.",20.7217,/qIhsuhoIYR5yTnDta0IL4senbeN.jpg,,False,,7.971,2021,2016,2016,tv,['US'],The Good Place,2016-09-19
False,/5VltHQJXdmbSD6gEJw3R8R1Kbmc.jpg,"[9648, 10765, 10759]",65820,Van Helsing,en,,"Vanessa Helsing, the daughter of famous vampire hunter and Dracula nemesis Abraham Van Helsing is resurrected five years in the future to find out that vampires have taken over the world and that she possesses unique power over them. She is humanity’s last hope to lead an offensive to take back what has been lost.",19.2334,/r8ODGmfNbZQlNhiJl2xQENE2jsk.jpg,,False,,7.047,941,2016,2016,tv,['US'],Van Helsing,2016-09-23
False,/9TvRRh8HUAMK9phVXLInPXHUg6K.jpg,"[18, 10759, 10765]",66786,Timeless,en,,"A mysterious criminal steals a secret state-of-the-art time machine, intent on destroying America as we know it by changing the past. Our only hope is an unexpected team: a scientist, a soldier and a history professor, who must use the machine's prototype to travel back in time to critical events. While they must make every effort not to affect the past themselves, they must also stay one step ahead of this dangerous fugitive. But can this handpicked team uncover the mystery behind it all and end his destruction before it's too late?",19.3363,/wFaS9kROwztTWNxIKBbOLwIgApV.jpg,,False,,7.239,807,2016,2016,tv,['US'],Timeless,2016-10-03
False,/cAgRehPSCjCVrP25zfeffbuptYY.jpg,"[10765, 18]",62858,Colony,en,,"In the near future a family must make difficult decisions as they balance staying together with trying to survive. They live in Los Angeles, which has been occupied by a force of outside intruders.  While some people have chosen to collaborate with the authorities and benefit from the new order, others have rebelled — and suffer the consequences.",17.2018,/qfS0mp22XfTig2EK3jWKiyx7kNy.jpg,,False,,6.854,661,2016,2016,tv,['US'],Colony,2016-01-14
False,/hsSFJ7WyVTNU87c06KFVesntrUQ.jpg,"[10765, 9648, 18]",69061,The OA,en,,"Seven years after vanishing from her home, a young woman returns with mysterious new abilities and recruits five strangers for a secret mission.",15.5,/rueY4slMeKtTGitm0raFUJvgaa5.jpg,,False,,7.518,1414,2016,2016,tv,['US'],The OA,2016-12-16
False,/qVu5MC7DiDOrlcKNZsb9rEJJ1UI.jpg,"[10759, 10765, 37]",65988,Wynonna Earp,en,,Wyatt Earp's great granddaughter Wynonna battles demons and other creatures with her unique abilities and a posse of dysfunctional allies - the only thing that can bring the paranormal to justice.,15.1633,/qnIaDelA81dmFaXrhpz6M6dpGSD.jpg,,False,,7.842,815,2016,2016,tv,"['CA', 'US']",Wynonna Earp,2016-04-01
False,/ey9RcQXlp8hm0o7fFQfFza3JB5F.jpg,"[35, 10765, 80]",67773,Dirk Gently's Holistic Detective Agency,en,,A comedic thriller that follows the bizarre adventures of eccentric “holistic” detective Dirk Gently and his reluctant assistant Todd. An adaptation of Douglas Adams’ wildly successful comic novels.,12.84,/q8oMpXPEAUJJ0KztsRs5K51T2lo.jpg,,False,,7.688,926,2016,2016,tv,['US'],Dirk Gently's Holistic Detective Agency,2016-10-22
False,/qVBExiGdG8uiPK9BcWD0881u8uh.jpg,"[18, 10765]",64464,11.22.63,en,,"An English teacher travels back in time to prevent the Kennedy assassination, but discovers he is attached to the life he has made in a bygone era.",11.7834,/1fH41ccMKvgDTbbcCxWWH6fznah.jpg,,False,,7.755,1775,2016,2016,tv,['US'],11.22.63,2016-02-15
False,/h3iaMumqJlv2Z1CcIdGNVMJrB2a.jpg,"[10759, 10765]",64122,The Shannara Chronicles,en,,A young Healer armed with an unpredictable magic guides a runaway Elf in her perilous quest to save the peoples of the Four Lands from an age-old Demon scourge.,10.8529,/yzoaoBSMww5D22Kfrd2LEJumIzl.jpg,,False,,6.954,1046,2016,2016,tv,['US'],The Shannara Chronicles,2016-01-05
False,/fPksNJggRWtEvgcaKccYMZEYrug.jpg,"[10751, 10762, 10765, 35, 9648]",62904,Just Add Magic,en,,"Kelly Quinn and her two BFF's, Darbie and Hannah, stumble upon her grandmother's mysterious cookbook in the attic and discover some far from ordinary recipes. When the Shut'em Up Shortcake silences Kelly's pesky little brother and the Healing Hazelnut Tart heals Darbie's ankle, the girls discover they have the power of magic.",10.415,/v7olj5StoSFVsgkBhOihDaR56eJ.jpg,,False,,7.7,91,2016,2016,tv,['US'],Just Add Magic,2016-01-15
False,/om4aZWQq1i0szWFgfUR5mqkBDl7.jpg,"[10759, 80, 10765]",67684,Incorporated,en,,"Set in a near future where corporations have unlimited power, a young executive conceals his true identity to infiltrate a dangerous corporate world to save the woman he loves.",9.5111,/kdjLwa2EVxcH3xyiXSyMbyHalnL.jpg,,False,,6.31,153,2016,2016,tv,['US'],Incorporated,2016-11-30
False,/5ak5dT375f1a9Tr1gpSodddf1aI.jpg,"[35, 10765, 10759]",67487,The Tick,en,,"In a world where superheroes have been real for decades, an accountant with zero powers comes to realize his city is owned by a super villain. As he struggles to uncover this conspiracy, he falls in league with a strange blue superhero.",9.3197,/8sngJVF54bugHfCkjJOsY4wx8Hk.jpg,,False,,6.99,340,2016,2016,tv,['US'],The Tick,2016-08-19
